Kode_Desa,n_flagged_records,dominant_typology,top_rda_feature,persistence_score,years_flagged,Nama_Desa
1509092003,8,T2_Ghost,cost_deviation_by_category,1.0,3,Mengupeh
1509092005,3,T2_Ghost,activity_category,1.0,3,Lubuk Mandarsah
1509102003,5,T2_Ghost,avg_completion,1.0,3,Bukit Pamuatan
1509082004,8,T5_ProcurementIrregularity,activity_category,1.0,3,Karang Dadi
1509082007,12,T2_Ghost,cost_per_unit,1.0,3,Sarimulya
1509092001,4,T1_Markup,cost_deviation_by_category,1.0,3,Muara Kilis
1509062016,4,Unclassified,activity_category,1.0,3,Muara Tabun
1509072001,4,T5_ProcurementIrregularity,activity_category,1.0,3,Suka Damai
1509072003,6,T2_Ghost,cost_deviation_by_category,1.0,3,Sumber Sari
1509072004,11,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sido Rukun
1509072006,10,T2_Ghost,cost_deviation_by_category,1.0,3,Suka Maju
1509082001,11,T2_Ghost,avg_completion,1.0,3,Giriwinangun
1501152011,5,T2_Ghost,cost_per_unit,1.0,3,Pauh Tinggi
1501152012,12,T2_Ghost,swakelola_high_value,1.0,3,Sungaijernih
1501152013,11,T2_Ghost,swakelola_high_value,1.0,3,Pelompek Pasar Baru
1501162004,5,T2_Ghost,activity_category,1.0,3,Pasar Siulak Gedang
1501162006,4,T2_Ghost,activity_category,1.0,3,Siulak Kecil Mudik
1501152003,4,T2_Ghost,cost_deviation_by_category,1.0,3,Tangkil
1501152006,5,T2_Ghost,avg_completion,1.0,3,Bengkolan Duo
1501152007,8,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Lubuk Pauh
1501152008,7,T2_Ghost,cost_per_unit,1.0,3,Telun Berasap
1501152009,7,T2_Ghost,cost_deviation_by_category,1.0,3,Bumbun Duri
1501152010,5,T2_Ghost,cost_per_unit,1.0,3,Pesisir Bukit
1501112024,8,T2_Ghost,activity_category,1.0,3,Baru Sungaimedang
1501112026,6,T2_Ghost,cost_deviation_by_category,1.0,2,Baru Air Hangat
1501152002,5,T2_Ghost,avg_completion,1.0,3,Sungaisikai
1501112012,11,Unclassified,cost_per_unit,1.0,3,Pungut Mudik
1501112015,5,T2_Ghost,avg_completion,1.0,3,Sungaitutung
1501112020,9,T2_Ghost,cost_per_unit,1.0,3,Kemantan Mudik
1501112021,9,T2_Ghost,swakelola_high_value,1.0,3,Simpang Empat Sungai Tutung
1509062002,7,T1_Markup,cost_deviation_by_category,1.0,3,Kuamang
1509062004,11,T5_ProcurementIrregularity,activity_category,1.0,3,Sungai Abang
1509062013,5,Unclassified,cost_deviation_by_category,1.0,3,Teluk Lancang
1509062014,9,T2_Ghost,cost_per_unit,1.0,3,Dusun Baru
1509062015,8,T2_Ghost,cost_per_unit,1.0,3,Tabun
1509052004,7,T2_Ghost,activity_category,1.0,3,Tambun Arang
1509052005,6,T2_Ghost,cost_per_unit,1.0,3,Punti Kalo
1509052007,8,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Tuo Sumay
1509052010,7,T1_Markup,avg_completion,1.0,3,Muara Sekalo
1509042005,8,T2_Ghost,cost_deviation_by_category,1.0,3,Tegal Arum
1509042007,9,T2_Ghost,cost_per_unit,1.0,3,Sapta Mulia
1509042008,7,T5_ProcurementIrregularity,avg_completion,1.0,3,Pematang Sapat
1509052001,8,T2_Ghost,cost_per_unit,1.0,3,Teluk Singkawang
1509032011,10,T2_Ghost,cost_per_unit,1.0,3,Teluk Kuali
1509032016,6,T5_ProcurementIrregularity,avg_completion,1.0,3,Pulau Jelmu
1509032017,11,T2_Ghost,cost_deviation_by_category,1.0,3,Medan Seri Rambahan
1509032019,5,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Teluk Pandan Rambahan
1509042002,7,T2_Ghost,avg_completion,1.0,3,Perintis
1509042003,10,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Rimbo Mulyo
1501172008,6,T2_Ghost,cost_deviation_by_category,1.0,3,Koto Payang
1501172009,9,T2_Ghost,activity_category,1.0,3,Tebat Ijuk
1501172011,4,T1_Markup,swakelola_high_value,1.0,3,Simpang Belui
1501172013,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Ladeh
1501172014,8,T2_Ghost,cost_per_unit,1.0,3,Lubuk Suli
1501172015,5,T2_Ghost,cost_deviation_by_category,1.0,3,Kayu Aho Mangkak Koto Lanang
1501172016,3,T2_Ghost,swakelola_high_value,1.0,3,Tambak Tinggi
1501162040,5,T2_Ghost,cost_per_unit,1.0,3,Pasar Senen
1501172002,4,T5_ProcurementIrregularity,avg_completion,1.0,3,Baru Kubang
1501172003,3,T2_Ghost,cost_deviation_by_category,1.0,3,Koto Panjang
1501172004,10,T2_Ghost,cost_deviation_by_category,1.0,3,Kubang Gedang
1501172005,5,T2_Ghost,cost_deviation_by_category,1.0,3,Semumu
1501172006,8,T2_Ghost,cost_per_unit,1.0,3,Belui Tinggi
1501162021,7,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Koto Lebuh Tinggi
1501162025,5,T2_Ghost,cost_per_unit,1.0,3,Koto Tengah
1501162033,7,T2_Ghost,cost_per_unit,1.0,3,Baru Sungaipegeh
1501162038,5,T2_Ghost,activity_category,1.0,3,Pelak Gedang
1501162010,7,T2_Ghost,cost_deviation_by_category,1.0,3,Sungaipegeh
1501162016,6,T2_Ghost,cost_deviation_by_category,1.0,3,Air Terjun
1501192008,11,T2_Ghost,activity_category,1.0,3,Patok Empat
1501192009,13,T2_Ghost,cost_deviation_by_category,1.0,3,Sungaijambu
1501192011,12,T2_Ghost,cost_per_unit,1.0,3,Giri Mulyo
1501192012,7,T2_Ghost,cost_deviation_by_category,1.0,3,Gununglabu
1501192013,11,T2_Ghost,cost_deviation_by_category,1.0,3,Bento
1501192014,5,T2_Ghost,cost_per_unit,1.0,3,Kampung Baru
1501192015,8,T2_Ghost,swakelola_high_value,1.0,3,Sungaiasam
1501182014,5,T2_Ghost,activity_category,1.0,3,Koto Lua
1501192001,5,T2_Ghost,cost_deviation_by_category,1.0,3,Batu Hampar
1501192002,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sungairenah
1501192003,9,T2_Ghost,swakelola_high_value,1.0,3,Bedeng Delapan
1501192004,5,T2_Ghost,cost_per_unit,1.0,3,Bedeng Dua
1501192005,8,T2_Ghost,activity_category,1.0,3,Sako Duo
1501182005,8,T2_Ghost,cost_per_unit,1.0,3,Tebing Tinggi
1501182007,7,T2_Ghost,cost_deviation_by_category,1.0,3,Mukai Pintu
1501182009,3,T1_Markup,activity_category,1.0,3,Pasir Jaya
1501182010,4,T2_Ghost,activity_category,1.0,3,Sungaikuning
1501182012,7,T2_Ghost,cost_deviation_by_category,1.0,3,Talang Tinggi
1501182013,4,T2_Ghost,cost_deviation_by_category,1.0,2,Lubuk Tabun
1501172017,4,Unclassified,avg_completion,1.0,3,Kubang Agung
1501172019,9,T2_Ghost,cost_per_unit,1.0,3,Koto Simpai Kubang
1501172020,5,T2_Ghost,cost_per_unit,1.0,3,Pahlawan Belui
1501182001,5,T1_Markup,activity_category,1.0,3,Mukai Hilir
1501182004,10,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Senimpik
1509032002,3,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sungai Rambai
1509032003,7,T2_Ghost,cost_deviation_by_category,1.0,3,Pagar Puding
1509032005,6,T2_Ghost,avg_completion,1.0,3,Teluk Kasai Rambahan
1509032008,4,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Bungo Tanjung
1509032010,7,T2_Ghost,avg_completion,1.0,3,Lubuk Benteng
1509022002,6,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Sungai Aro
1509022003,7,T2_Ghost,avg_completion,1.0,3,Teluk Rendah Pasar
1509022015,7,T5_ProcurementIrregularity,avg_completion,1.0,3,Muara Ketalo
1509022017,7,T2_Ghost,activity_category,1.0,3,Sungai Bengkal Barat
1509012005,9,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Teluk Pandak
1509012007,5,T2_Ghost,cost_per_unit,1.0,3,Semabu
1509012010,9,T5_ProcurementIrregularity,activity_category,1.0,3,Sungai Keruh
1509012012,6,T1_Markup,cost_deviation_by_category,1.0,3,Sungai Alai
1508172007,12,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sungai Puri
1508172009,10,Unclassified,swakelola_high_value,1.0,3,Pematang Panjang
1508172010,13,Unclassified,cost_deviation_by_category,1.0,3,Sungai Lilin
1508172011,6,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sungai Tembang
1508172012,9,T2_Ghost,avg_completion,1.0,3,Rantau Makmur
1509012004,8,T2_Ghost,cost_deviation_by_category,1.0,3,Mangun Jayo
1501212012,6,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Air Bersih
1502012004,5,T2_Ghost,cost_per_unit,1.0,3,Rantau Kermas
1501212004,7,T2_Ghost,activity_category,1.0,3,Hamparan Pugu
1501212005,4,T2_Ghost,activity_category,1.0,3,Pugu
1501212006,6,T7_CrossCatDump,cost_deviation_by_category,1.0,3,Koto Mudik
1501212010,8,T2_Ghost,cost_deviation_by_category,1.0,3,Koto Cayo
1501202009,5,T5_ProcurementIrregularity,avg_completion,1.0,3,Pengasi Lama
1501202011,7,T2_Ghost,cost_deviation_by_category,1.0,3,Pulausangkar
1501202012,5,T2_Ghost,cost_deviation_by_category,1.0,3,Bintang Marak
1501202015,6,T2_Ghost,cost_deviation_by_category,1.0,3,Muaro Lulo
1501212001,7,T2_Ghost,cost_per_unit,1.0,3,Koto Mebai
1501212002,5,T2_Ghost,activity_category,1.0,3,Baru
1501212003,8,T2_Ghost,cost_deviation_by_category,1.0,3,Air Panas
1501192017,6,T2_Ghost,cost_deviation_by_category,1.0,3,Ensatu
1501202001,10,T2_Ghost,cost_deviation_by_category,1.0,3,Pasar Kerman
1501202002,10,T2_Ghost,cost_per_unit,1.0,3,Lolo Gedang
1501202003,14,T2_Ghost,cost_deviation_by_category,1.0,3,Lolo Kecil
1501202005,3,T5_ProcurementIrregularity,activity_category,1.0,3,Tanjung Syam
1501202006,9,T2_Ghost,cost_deviation_by_category,1.0,3,Talang Kemuning
1502042009,6,T2_Ghost,cost_deviation_by_category,1.0,3,Palipan
1502042010,3,T2_Ghost,cost_deviation_by_category,1.0,3,Seringat
1502032018,8,T2_Ghost,cost_per_unit,1.0,3,Rantau Panjang
1502032024,7,T2_Ghost,cost_per_unit,1.0,3,Pasar Muara Siau
1502032027,6,T2_Ghost,cost_per_unit,1.0,3,Sepantai Renah
1502032028,8,T2_Ghost,cost_per_unit,1.0,3,Sungai Ulas
1502032011,6,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Teluk Sikumbang
1502032015,7,T2_Ghost,cost_deviation_by_category,1.0,3,Air Lago
1502032016,4,T2_Ghost,activity_category,1.0,3,Badak Tekurung
1502012011,6,T2_Ghost,cost_per_unit,1.0,3,Muara Madras
1502012023,6,T2_Ghost,activity_category,1.0,3,Renah Pelaan
1502012024,4,T2_Ghost,avg_completion,1.0,3,Koto Rawang
1502022004,8,T2_Ghost,cost_deviation_by_category,1.0,3,Kungkai
1502022008,5,T2_Ghost,activity_category,1.0,3,Mudo
1502022012,7,T2_Ghost,cost_deviation_by_category,1.0,3,Langling
1502022024,9,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sungai Kapas
1508162006,10,T2_Ghost,cost_deviation_by_category,1.0,3,Lubuk Tenam
1508162007,4,T2_Ghost,cost_deviation_by_category,1.0,3,Kuamang
1508172001,6,T7_CrossCatDump,cost_per_unit,1.0,3,Sungai Mancur
1508172002,11,Unclassified,cost_per_unit,1.0,3,Tanah Periuk
1508172003,15,T5_ProcurementIrregularity,activity_category,1.0,3,Lubuk Landai
1508172004,9,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Rantau Embacang
1508172005,9,T2_Ghost,activity_category,1.0,3,Tebing Tinggi
1508172006,14,T2_Ghost,activity_category,1.0,3,Embacang Gedang
1508152003,6,Unclassified,cost_deviation_by_category,1.0,3,Talang Selungko
1508152004,14,Unclassified,cost_deviation_by_category,1.0,3,Pulau Kerakap
1508152005,7,Unclassified,cost_deviation_by_category,1.0,3,Seberang Jaya
1508162001,9,T5_ProcurementIrregularity,avg_completion,1.0,3,Tepian Danto
1508162002,5,T2_Ghost,cost_deviation_by_category,1.0,3,Aur Gading
1508162003,10,T2_Ghost,cost_per_unit,1.0,3,Pulau Batu
1508162004,9,T5_ProcurementIrregularity,avg_completion,1.0,3,Sari Mulya
1508142004,7,T7_CrossCatDump,cost_deviation_by_category,1.0,3,Karak Apung
1508142005,11,Unclassified,cost_deviation_by_category,1.0,3,Timbolasi
1508142006,6,T2_Ghost,cost_deviation_by_category,1.0,3,Senamat Ulu
1508142008,5,T2_Ghost,activity_category,1.0,3,Lubuk Beringin
1508142009,4,T5_ProcurementIrregularity,avg_completion,1.0,3,Sungai Telang
1508152002,13,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Peninjau
1508122003,8,T7_CrossCatDump,cost_per_unit,1.0,3,Talang Pantai
1508122004,15,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Sungai Arang
1508122005,11,T5_ProcurementIrregularity,avg_completion,1.0,3,Pulau Pekan
1508132003,5,Unclassified,activity_category,1.0,3,Sungai Mengkuang
1508142001,6,T2_Ghost,cost_deviation_by_category,1.0,3,Muara Buat
1508142002,5,Unclassified,cost_per_unit,1.0,3,Buat
1508142003,4,T2_Ghost,cost_deviation_by_category,1.0,3,Laman Panjang
1502082006,5,T2_Ghost,cost_deviation_by_category,1.0,3,Rawa Jaya
1502092003,4,T2_Ghost,cost_per_unit,1.0,3,Tuo
1502092004,6,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Koto Rami
1502072010,6,T2_Ghost,avg_completion,1.0,3,Kapuk
1502072012,3,Unclassified,cost_deviation_by_category,1.0,3,Rantau Ngarau
1502072014,12,T2_Ghost,cost_deviation_by_category,1.0,3,Muaro Seketuk
1502082001,7,T2_Ghost,cost_deviation_by_category,1.0,3,Sungai Sahut
1502082004,5,Unclassified,cost_deviation_by_category,1.0,3,Sinar Gading
1502062007,10,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Rejo Sari
1502062009,5,T5_ProcurementIrregularity,activity_category,1.0,3,Keroya
1502062011,4,T2_Ghost,avg_completion,1.0,3,Karang Berahi
1502062014,7,T2_Ghost,avg_completion,1.0,3,Tanah Abang
1502062015,8,T2_Ghost,cost_deviation_by_category,1.0,3,Sialang
1502062006,9,T2_Ghost,activity_category,1.0,3,Empang Benao
1508102004,15,T5_ProcurementIrregularity,avg_completion,1.0,3,Simpang Bebeko
1508102006,9,Unclassified,avg_completion,1.0,3,Tuo Sepunggur
1508112002,5,T1_Markup,cost_deviation_by_category,1.0,3,Lubuk Benteng
1508112005,11,T2_Ghost,cost_deviation_by_category,1.0,3,Air Gemuruh
1508112006,26,T2_Ghost,cost_deviation_by_category,1.0,3,Purwo Bakti
1508112007,10,T2_Ghost,avg_completion,1.0,3,Sarana Jaya
1508112008,6,T2_Ghost,activity_category,1.0,3,Teluk Panjang
1508092013,12,T2_Ghost,cost_deviation_by_category,1.0,3,Bangun Harjo
1508092014,16,T2_Ghost,cost_per_unit,1.0,3,Kuning gading
1508092015,5,T2_Ghost,cost_deviation_by_category,1.0,3,Kuamang Jaya
1508092016,18,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Karya Harapan Mukti
1508092017,17,T2_Ghost,activity_category,1.0,3,Padang Palangeh
1508102002,8,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Babeko
1508102003,9,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Sepunggur
1508092006,14,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Lembah Kuamang
1508092007,8,Unclassified,cost_deviation_by_category,1.0,3,Sumber Harapan
1508092008,9,T2_Ghost,activity_category,1.0,3,Daya Murni
1508092009,13,T2_Ghost,avg_completion,1.0,3,Sumber Mulya
1508092010,12,Unclassified,avg_completion,1.0,3,Maju Jaya
1508092011,14,T2_Ghost,activity_category,1.0,3,Tirta Mulya
1508092012,10,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Lingga Kuamang
1508082006,6,Unclassified,cost_per_unit,1.0,3,Tebing Tinggi
1508082009,10,Unclassified,cost_per_unit,1.0,3,Pekan Jum'at
1508092001,6,T2_Ghost,activity_category,1.0,3,Koto Jayo
1508092002,8,T2_Ghost,swakelola_high_value,1.0,3,Danau
1508092004,10,T2_Ghost,avg_completion,1.0,3,Lubuk
1502122005,7,T2_Ghost,cost_deviation_by_category,1.0,3,Titian Teras
1502122006,3,T2_Ghost,cost_per_unit,1.0,3,Kedarasan Panjang
1502132001,5,T2_Ghost,cost_deviation_by_category,1.0,3,Tanjung Lamin
1502132002,6,Unclassified,swakelola_high_value,1.0,3,Limbur Merangin
1502112002,4,T2_Ghost,activity_category,1.0,3,Aur Berduri
1502112003,5,T2_Ghost,activity_category,1.0,3,Telun
1502112004,4,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Nalo Gedang
1502112005,6,T1_Markup,cost_per_unit,1.0,3,Baru Nalo
1502112006,6,T2_Ghost,cost_deviation_by_category,1.0,3,Mentawak
1502112007,11,T2_Ghost,cost_deviation_by_category,1.0,3,Danau
1502122003,5,T2_Ghost,cost_deviation_by_category,1.0,3,Pulau Baru
1502122004,8,T2_Ghost,cost_deviation_by_category,1.0,3,Nibung
1502102001,7,T2_Ghost,cost_deviation_by_category,1.0,3,Pulau Rengas
1502102003,5,T2_Ghost,activity_category,1.0,3,Bedeng Rejo
1502102004,4,T2_Ghost,avg_completion,1.0,3,Sungai Putih
1502102005,13,T2_Ghost,cost_per_unit,1.0,3,Bukit Beringin
1502102006,5,T2_Ghost,cost_deviation_by_category,1.0,3,Pulau Rengas Ulu
1502112001,6,T2_Ghost,activity_category,1.0,3,Sungai Ulak
1502092006,10,T2_Ghost,cost_deviation_by_category,1.0,3,Pasar Masurai
1502092008,5,T2_Ghost,cost_per_unit,1.0,3,Tanjung Dalam
1502092011,8,T2_Ghost,avg_completion,1.0,3,Talang Asal
1502092014,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Talang Paruh
1502172002,6,T2_Ghost,cost_per_unit,1.0,3,Bukit Perentak
1502162002,9,T2_Ghost,activity_category,1.0,3,Talang Segegah
1502162005,5,T2_Ghost,cost_deviation_by_category,1.0,3,Parit Ujung Tanjung
1502162008,7,T2_Ghost,cost_per_unit,1.0,3,Air Batu
1502162009,9,T2_Ghost,activity_category,1.0,3,Marus Jaya
1502142006,3,T2_Ghost,avg_completion,1.0,3,Tunggul Bulin
1502152001,6,T2_Ghost,cost_deviation_by_category,1.0,3,Sungai Limau
1502152002,8,T2_Ghost,cost_deviation_by_category,1.0,3,Sungai Bulian
1502162001,6,T2_Ghost,cost_deviation_by_category,1.0,3,Muaro Panco Barat
1502132006,9,T2_Ghost,activity_category,1.0,3,Mampun Baru
1502132008,5,T7_CrossCatDump,avg_completion,1.0,3,PulauTujuh
1502142002,4,T2_Ghost,cost_deviation_by_category,1.0,3,Ulak Makam
1502142003,5,T2_Ghost,cost_per_unit,1.0,3,Air Batu
1508072011,5,T2_Ghost,avg_completion,1.0,3,Renah Sungai Ipuh
1508082002,8,T7_CrossCatDump,avg_completion,1.0,3,Tanjung Agung
1508072003,11,Unclassified,cost_deviation_by_category,1.0,3,Pauh Agung
1508072004,8,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Tuo Limbur
1508072005,6,T2_Ghost,avg_completion,1.0,3,Renah Sungai Besar
1508072006,3,T2_Ghost,cost_deviation_by_category,1.0,3,Muaro Tebo Pandak
1508072008,4,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Baru Lbk. Mengkuang
1508072009,7,Unclassified,cost_deviation_by_category,1.0,3,Lbk. Tanah Terban
1508062009,7,T2_Ghost,avg_completion,1.0,3,Batu Kerbau
1508062010,9,T2_Ghost,activity_category,1.0,3,Gapura Suci
1508062011,6,T2_Ghost,activity_category,1.0,3,Mulya Bakti
1508062015,15,Unclassified,activity_category,1.0,3,Sekampil
1508072001,11,T2_Ghost,activity_category,1.0,3,Tanjung Bungo
1508072002,13,Unclassified,avg_completion,1.0,3,Tuo Lbk. Mengkuang
1508062001,4,T2_Ghost,activity_category,1.0,3,Baru Pelepat
1508062002,6,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Dwi Karya Bakti
1508062003,7,T2_Ghost,cost_per_unit,1.0,3,Rantau Keloyang
1508062005,7,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Rantel
1508062006,11,T2_Ghost,cost_per_unit,1.0,3,Senamat
1508062007,8,T2_Ghost,cost_deviation_by_category,1.0,3,Sungai Beringin
1508062008,7,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sungai Gurun
1502222002,7,T2_Ghost,activity_category,1.0,3,Sido Lego
1502222003,5,T5_ProcurementIrregularity,activity_category,1.0,3,Mensango
1502222004,10,T2_Ghost,cost_per_unit,1.0,3,Koto Baru
1502222005,8,T2_Ghost,avg_completion,1.0,3,Sido Harjo
1502232002,5,T2_Ghost,avg_completion,1.0,3,Tanjung Putus
1502202004,4,T5_ProcurementIrregularity,activity_category,1.0,3,Selango
1502212001,6,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Tanjung Rejo
