Kode_Desa,Tahun,Nama_Desa,Uraian_Output,Cara_Pengadaan,if_score,if_flag,lof_score,lof_flag,rda_score,rda_flag,consensus_flag,typology_primary,typologies_str,top_error_feature,persistence_score,priority_tier,expert_verdict,modus_operandi_notes,years_flagged,rda_sparse_norm
1504022008,2023,Sungai Pulai,Penyertaan Modal BUMDes,Swakelola,-0.2140159334078603,1,1.3013227913770655,0,0.0009190157,1,1,T1_Markup,T1_Markup|T5_ProcurementIrregularity|T7_CrossCatDump,avg_completion,1.0,Tier 1 – High Priority,,,3,0.0
1504022009,2023,Pulau,"Sambungan Air Bersih ke Rumah Tangga (pipanisasi, dll)",Swakelola,0.1230655391732584,0,2.4669517281303763,1,0.00017739163,0,1,T2_Ghost,T2_Ghost,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0019403829
1504022009,2023,Pulau,Jumlah alat produksi dan pengolahan pertanian yang diserahkan,Swakelola,-0.1453347023878241,1,1.1295995323579502,0,0.000885134,1,1,T1_Markup,T1_Markup|T5_ProcurementIrregularity|T7_CrossCatDump,activity_category,1.0,Tier 1 – High Priority,,,3,0.01021598
1504022010,2023,Tanjung Marwo,Biaya Koordinasi Pemerintah Desa,Swakelola,-0.0146531266450143,1,1.063049925648685,0,0.0008807356,1,1,T5_ProcurementIrregularity,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.007371932
1504022010,2023,Tanjung Marwo,Rehabilitasi/Peningkatan Sarana/Prasarana Perpustakaan/Taman Bacaan Desa/Sanggar Belajar,Swakelola,-0.0549102758437366,1,1.084496298150984,0,0.0012281694,1,1,T1_Markup,T1_Markup|T5_ProcurementIrregularity|T7_CrossCatDump,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.003935812
1504022010,2023,Tanjung Marwo,Terselenggaranya Operasional Pos Kesehatan Desa (PKD)/Polindes Milik Desa Lainnya,Swakelola,0.1225985642549333,0,2.7048222960602053,1,0.00022647344,0,1,T2_Ghost,T2_Ghost|T4_StageLock,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.0046106763
1504022010,2023,Tanjung Marwo,Jembatan Desa,Swakelola,-0.0450305376063571,1,1.027960922251277,0,0.0006486698,1,1,T5_ProcurementIrregularity,T5_ProcurementIrregularity,avg_completion,1.0,Tier 1 – High Priority,,,3,0.0
1504022010,2023,Tanjung Marwo,Bantuan Langsung Tunai (BLT) - Dana Desa,Swakelola,-0.0277197163528363,1,61972413.36901536,1,0.00027278587,0,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0023584014
1504022011,2023,Suka Ramai,Pemeliharaan Sistem Pembuangan Air Limbah ,Swakelola,-0.1627681050563234,1,1.0946958478832116,0,0.00057819893,1,1,T1_Markup,T1_Markup|T5_ProcurementIrregularity|T7_CrossCatDump,cost_per_unit,0.6667,Tier 1 – High Priority,,,2,0.008754733
1504022011,2023,Suka Ramai,Pembangunan Lumbung Desa,Swakelola,-0.062051697862411,1,1.0088525197408589,0,0.0009133072,1,1,T5_ProcurementIrregularity,T5_ProcurementIrregularity,swakelola_high_value,0.6667,Tier 1 – High Priority,,,2,0.0093033
1504022012,2023,Ampelu Mudo,Terselenggaranya Pembinaan Group Kesenian dan Kebudayaan Tingkat Desa,Swakelola,0.070815857690481,0,1.802697514791428,1,0.000304248,0,1,Unclassified,Unclassified,cost_deviation_by_category,0.6667,Tier 1 – High Priority,,,2,0.0025863328
1504022013,2023,Pelayangan,Edukasi dan Sosialisasi Pencegahan dan Penanganan Pandemi Covid-19,Swakelola,0.0993572935794281,0,1.9086737091171355,1,0.0008411873,1,1,T2_Ghost,T2_Ghost,activity_category,1.0,Tier 1 – High Priority,,,3,0.0068463157
1504022013,2023,Pelayangan,"Sumber Air Bersih Milik Desa (Mata Air/Tandon Penampungan Air Hujan/Sumur Bor, dll)",Swakelola,0.0648848989012896,0,1.848395172382605,1,0.0006291686,1,1,T5_ProcurementIrregularity,T5_ProcurementIrregularity,swakelola_high_value,1.0,Tier 1 – High Priority,,,3,0.0053914697
1504022013,2023,Pelayangan,Bantuan Langsung Tunai (BLT) - Dana Desa,Swakelola,-0.0281045276438299,1,200000001.00000012,1,0.00026049855,0,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0020380237
1504022015,2023,Pematang Lima Suku,Dukungan kegiatan seremonial di desa,Swakelola,-0.081220545265801,1,1.2979956006133393,0,0.0010305414,1,1,T5_ProcurementIrregularity,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0052551003
1504022015,2023,Pematang Lima Suku,Bantuan Langsung Tunai (BLT) - Dana Desa,Swakelola,-0.0018905048546374,1,52790113.70738145,1,0.00014948312,0,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0
1504032006,2023,Pasar Terusan,Jumlah Peserta Pelatihan Pembinaan Lembaga Kemasyarakatan,Swakelola,0.1635939658082503,0,1.8814327239573565,1,2.7701239e-05,0,1,T2_Ghost,T2_Ghost,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.0
1504032006,2023,Pasar Terusan,Bantuan Langsung Tunai (BLT) - Dana Desa,Swakelola,-0.0270571771462908,1,3944700.573658336,1,0.00025824542,0,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0026252994
1504032006,2023,Pasar Terusan,Penyertaan Modal BUMDes,Swakelola,-0.0604368598544323,1,1.2943409687625016,0,0.0014379786,1,1,T2_Ghost,T2_Ghost|T5_ProcurementIrregularity,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0150747225
1504032007,2023,Simpang Terusan,Biaya Koordinasi Pemerintah Desa,Swakelola,-0.0110910558738089,1,1.3535624634267198,0,0.00083331094,1,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.0042356104
1504032007,2023,Simpang Terusan,Sertifikat Tanah Desa,Swakelola,-0.1573624121160924,1,1.064559476295308,0,0.0016567787,1,1,T1_Markup,T1_Markup|T2_Ghost|T5_ProcurementIrregularity|T7_CrossCatDump,activity_category,1.0,Tier 1 – High Priority,,,3,0.0
1504032007,2023,Simpang Terusan,Batas Tanah Desa,Swakelola,0.115763473103946,0,1.9284638924068076,1,0.00020531172,0,1,Unclassified,Unclassified,swakelola_high_value,1.0,Tier 1 – High Priority,,,3,0.0
1504032007,2023,Simpang Terusan,Bantuan Langsung Tunai (BLT) - Dana Desa,Swakelola,-0.0347160469531622,1,40960247.503307305,1,0.00030217395,0,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.002838397
1504032007,2023,Simpang Terusan,Penyertaan Modal BUMDes,Swakelola,-0.0273167466137717,1,1.0019501138451172,0,0.00057179015,1,1,T2_Ghost,T2_Ghost|T5_ProcurementIrregularity,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.007904165
1504032008,2023,Malapari,Makanan Tambahan,Swakelola,0.1707249938794482,0,2.509649178598608,1,8.9748566e-05,0,1,T2_Ghost,T2_Ghost,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.0029228567
1504032008,2023,Malapari,Rehabilitasi/Peningkatan/Pengerasan Jalan Usaha Tani,Swakelola,0.0744456576294599,0,1.89108817437478,1,2.3593278e-05,0,1,Unclassified,Unclassified,avg_completion,1.0,Tier 1 – High Priority,,,3,0.001559239
1504032008,2023,Malapari,Jumlah Peserta Pelatihan/Bimtek/Pengenalan Teknologi Tepat Guna untuk Pertanian/Peternakan,Swakelola,0.119291236645605,0,3.582361845318038,1,0.00015285924,0,1,T2_Ghost,T2_Ghost,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.0042634252
1504032009,2023,Napal Sisik,Makanan Tambahan,Swakelola,0.1549451939905772,0,1.8880083544457815,1,8.244426e-05,0,1,Unclassified,Unclassified,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.0015883553
1504032011,2023,Olak,Pemeliharaan Jalan Lingkungan Permukiman/Gang,Swakelola,0.1649211029900313,0,2.1369400063763004,1,8.9249326e-05,0,1,T2_Ghost,T2_Ghost,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.00093764317
1504032011,2023,Olak,Jumlah alat produksi dan pengolahan pertanian yang diserahkan,Swakelola,0.0208494911450066,0,2.747590325789266,1,0.0013218623,1,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.008885393
1504032011,2023,Olak,Penyertaan Modal BUMDes,Swakelola,-0.0180763565206181,1,1.994279373861959,1,0.0005557032,1,1,T2_Ghost,T2_Ghost,avg_completion,1.0,Tier 1 – High Priority,,,3,0.0055633076
1504032012,2023,Muaro Singoan,Gedung/Bangunan PAUD/ TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa,Swakelola,-0.0420616943726684,1,1.0181457977396762,0,0.0008837258,1,1,T5_ProcurementIrregularity,T5_ProcurementIrregularity,avg_completion,1.0,Tier 1 – High Priority,,,3,0.02155243
1504032012,2023,Muaro Singoan,Pembangunan Jalan Usaha Tani,Swakelola,0.1110546180183388,0,1.9460102327305264,1,7.3772055e-05,0,1,T2_Ghost,T2_Ghost,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.00055584963
1504032012,2023,Muaro Singoan,Bantuan Langsung Tunai (BLT) - Dana Desa,Swakelola,-0.0279263164570877,1,1189383388.0910304,1,0.00015228943,0,1,Unclassified,Unclassified,avg_completion,1.0,Tier 1 – High Priority,,,3,0.0
1504032012,2023,Muaro Singoan,Penyertaan Modal BUMDes,Swakelola,-0.0349144405309526,1,1.0080658680007577,0,0.0005798808,1,1,T2_Ghost,T2_Ghost|T5_ProcurementIrregularity,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.0
1504032013,2023,Aro,Biaya Koordinasi Pemerintah Desa,Swakelola,0.1236374664878895,0,2.8611844700352926,1,0.00053813204,1,1,T2_Ghost,T2_Ghost,avg_completion,1.0,Tier 1 – High Priority,,,3,0.0062938887
1504032013,2023,Aro,"Poster/Baliho/Lainnya atas ke masyarakat Informasi APBDes, LPJ, dan lainnya",Swakelola,0.1371566349617347,0,2.4028507920440703,1,0.00030680007,0,1,T2_Ghost,T2_Ghost,avg_completion,1.0,Tier 1 – High Priority,,,3,0.0037857844
1504032014,2023,Rantau Puri,"Pemeliharaan Prasarana Jalan Desa (Gorong-gorong, Selokan, Box/Slab Culvert, Drainase, Prasarana Jalan lain)",Swakelola,0.0486265143184638,0,1.9725847131014904,1,6.618925e-05,0,1,Unclassified,Unclassified,cost_deviation_by_category,1.0,Tier 1 – High Priority,,,3,0.00086318783
1504032014,2023,Rantau Puri,Pembangunan Jalan Usaha Tani,Swakelola,0.108027568583839,0,1.855662574449281,1,8.1865684e-05,0,1,T2_Ghost,T2_Ghost,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.00050174334
1504032014,2023,Rantau Puri,Jumlah alat produksi dan pengolahan pertanian yang diserahkan,Swakelola,-0.1990689520418526,1,1.0839789167455334,0,0.00069927296,1,1,T1_Markup,T1_Markup|T5_ProcurementIrregularity|T7_CrossCatDump,swakelola_high_value,1.0,Tier 1 – High Priority,,,3,0.007022283
1504032015,2023,Sungai Baung,Jumlah Peserta Penyuluhan dan Pelatihan Pendidikan bagi Masyarakat,Swakelola,0.0965738985349388,0,3.351417806748185,1,0.00015857295,0,1,T2_Ghost,T2_Ghost,cost_per_unit,1.0,Tier 1 – High Priority,,,3,0.002235097
1504032015,2023,Sungai Baung,Peralatan Kesehatan Posyandu/Polindes/PKD,Swakelola,0.1033570778819858,0,3.14796858161846,1,3.193225e-05,0,1,T2_Ghost,T2_Ghost,avg_completion,1.0,Tier 1 – High Priority,,,3,0.00040090628
1504032016,2023,Bajubang Laut,Bantuan Langsung Tunai (BLT) - Dana Desa,Swakelola,0.0184866312470699,0,2.341912298547564,1,0.00016618191,0,1,Unclassified,Unclassified,avg_completion,0.6667,Tier 1 – High Priority,,,2,0.0047102673
1504032017,2023,Singkawang,Tanah untuk PAUD/ TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa,Swakelola,-0.1649342837417714,1,1.1136738504945638,0,0.00061340444,1,1,T1_Markup,T1_Markup|T5_ProcurementIrregularity|T7_CrossCatDump,cost_deviation_by_category,0.6667,Tier 1 – High Priority,,,2,0.011465079
1504032017,2023,Singkawang,Terselenggaranya Pengelolaan Hutan Milik Desa,Swakelola,-0.0224668651939091,1,1.0782764694584572,0,0.00059577887,1,1,T1_Markup,T1_Markup|T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,Tier 1 – High Priority,,,2,0.0037373507
