No,Kode_Provinsi,Provinsi,Kode_Lokasi,Kabupaten_Kota,Kode_Desa,Nama_Desa,Pagu
30,10,JAMBI,1001,KAB. BATANGHARI,1504032006,Pasar Terusan,948197000
31,10,JAMBI,1001,KAB. BATANGHARI,1504032007,Simpang Terusan,864234000
32,10,JAMBI,1001,KAB. BATANGHARI,1504032008,Malapari,800349000
33,10,JAMBI,1001,KAB. BATANGHARI,1504032009,Napal Sisik,681839000
34,10,JAMBI,1001,KAB. BATANGHARI,1504032010,Rambahan,708962000
35,10,JAMBI,1001,KAB. BATANGHARI,1504032011,Olak,701903000
36,10,JAMBI,1001,KAB. BATANGHARI,1504032012,Muaro Singoan,761462000
37,10,JAMBI,1001,KAB. BATANGHARI,1504032013,Aro,816777000
38,10,JAMBI,1001,KAB. BATANGHARI,1504032014,Rantau Puri,1040013000
39,10,JAMBI,1001,KAB. BATANGHARI,1504032015,Sungai Baung,890478000
40,10,JAMBI,1001,KAB. BATANGHARI,1504032016,Bajubang Laut,814506000
41,10,JAMBI,1001,KAB. BATANGHARI,1504032017,Singkawang,837249000
42,10,JAMBI,1001,KAB. BATANGHARI,1504032018,Tenam,850860000
43,10,JAMBI,1001,KAB. BATANGHARI,1504032019,Sungai Buluh,902624000
44,10,JAMBI,1001,KAB. BATANGHARI,1504032020,Kilangan,897177000
45,10,JAMBI,1001,KAB. BATANGHARI,1504032021,Pelayangan,705263000
46,10,JAMBI,1001,KAB. BATANGHARI,1504042001,Jelutih,1430705000
47,10,JAMBI,1001,KAB. BATANGHARI,1504042002,Olak Besar,874073000
48,10,JAMBI,1001,KAB. BATANGHARI,1504042004,Aur Gading,834323000
49,10,JAMBI,1001,KAB. BATANGHARI,1504042005,Paku Aji,713654000
50,10,JAMBI,1001,KAB. BATANGHARI,1504042006,Hajran,1055000000
51,10,JAMBI,1001,KAB. BATANGHARI,1504042007,Mata Gual,732065000
52,10,JAMBI,1001,KAB. BATANGHARI,1504042008,Jangga,891465000
53,10,JAMBI,1001,KAB. BATANGHARI,1504042009,Koto Boyo,870387000
54,10,JAMBI,1001,KAB. BATANGHARI,1504042010,Simpang Karmeo,1032054000
55,10,JAMBI,1001,KAB. BATANGHARI,1504042011,Karmeo,877791000
56,10,JAMBI,1001,KAB. BATANGHARI,1504042013,Jangga Baru,1219520000
57,10,JAMBI,1001,KAB. BATANGHARI,1504042014,Terentang Baru,1087218000
58,10,JAMBI,1001,KAB. BATANGHARI,1504042015,Bulian Baru,841377000
59,10,JAMBI,1001,KAB. BATANGHARI,1504042016,Simpang Jelutih,745643000
60,10,JAMBI,1001,KAB. BATANGHARI,1504042017,Simpang Aur Gading,724985000
61,10,JAMBI,1001,KAB. BATANGHARI,1504052001,Tebing Tinggi,894999000
62,10,JAMBI,1001,KAB. BATANGHARI,1504052003,Serasah,813651000
63,10,JAMBI,1001,KAB. BATANGHARI,1504052004,Lubuk Ruso,1041429000
64,10,JAMBI,1001,KAB. BATANGHARI,1504052005,Kuap,1036889000
65,10,JAMBI,1001,KAB. BATANGHARI,1504052006,Senaning,736580000
66,10,JAMBI,1001,KAB. BATANGHARI,1504052007,Kubu Kandang,725108000
67,10,JAMBI,1001,KAB. BATANGHARI,1504052008,Ture,872313000
68,10,JAMBI,1001,KAB. BATANGHARI,1504052009,Pulau Betung,876819000
69,10,JAMBI,1001,KAB. BATANGHARI,1504052010,Lopak Aur,891873000
70,10,JAMBI,1001,KAB. BATANGHARI,1504052011,Selat,920555000
71,10,JAMBI,1001,KAB. BATANGHARI,1504052012,Teluk,1033268000
72,10,JAMBI,1001,KAB. BATANGHARI,1504052013,Pulau Raman,893046000
73,10,JAMBI,1001,KAB. BATANGHARI,1504052014,Kaos,828428000
74,10,JAMBI,1001,KAB. BATANGHARI,1504052015,Simpang Kubu Kandang,672878000
75,10,JAMBI,1001,KAB. BATANGHARI,1504052016,Awin,735179000
76,10,JAMBI,1001,KAB. BATANGHARI,1504052017,Olak Rambahan,811583000
77,10,JAMBI,1001,KAB. BATANGHARI,1504052019,Teluk Ketapang,831609000
78,10,JAMBI,1001,KAB. BATANGHARI,1504052020,Kampung Pulau,665090000
79,10,JAMBI,1001,KAB. BATANGHARI,1504062001,Batu Sawar,983072000
80,10,JAMBI,1001,KAB. BATANGHARI,1504062002,Peninjauan,1588757000
81,10,JAMBI,1001,KAB. BATANGHARI,1504062003,Teluk Leban,874431000
82,10,JAMBI,1001,KAB. BATANGHARI,1504062004,Kampung Baru,894675000
83,10,JAMBI,1001,KAB. BATANGHARI,1504062005,Rengas IX,720047000
84,10,JAMBI,1001,KAB. BATANGHARI,1504062006,Kembang Seri,892242000
85,10,JAMBI,1001,KAB. BATANGHARI,1504062007,Buluh Kasab,903141000
86,10,JAMBI,1001,KAB. BATANGHARI,1504062008,Tebing Tinggi,853560000
87,10,JAMBI,1001,KAB. BATANGHARI,1504062009,Olak Kemang,684917000
88,10,JAMBI,1001,KAB. BATANGHARI,1504062010,Padang Kelapo,907632000
89,10,JAMBI,1001,KAB. BATANGHARI,1504062011,Sungai Lingkar,1193931000
90,10,JAMBI,1001,KAB. BATANGHARI,1504062012,Sungai Ruan Ulu,874017000
91,10,JAMBI,1001,KAB. BATANGHARI,1504062013,Sungai Ruan Ilir,1090037000
92,10,JAMBI,1001,KAB. BATANGHARI,1504062015,Rawa Mekar,671066000
93,10,JAMBI,1001,KAB. BATANGHARI,1504062016,Mekar Sari,710339000
94,10,JAMBI,1001,KAB. BATANGHARI,1504062017,Kembang Seri Baru,903594000
95,10,JAMBI,1001,KAB. BATANGHARI,1504072001,Bungku,2731242000
96,10,JAMBI,1001,KAB. BATANGHARI,1504072002,Pompa Air,1024619000
97,10,JAMBI,1001,KAB. BATANGHARI,1504072003,Ladang Peris,1270691000
98,10,JAMBI,1001,KAB. BATANGHARI,1504072005,Penerokan,1290694000
99,10,JAMBI,1001,KAB. BATANGHARI,1504072006,Petajen,850011000
100,10,JAMBI,1001,KAB. BATANGHARI,1504072007,Batin,826644000
101,10,JAMBI,1001,KAB. BATANGHARI,1504072008,Mekar Jaya,791565000
102,10,JAMBI,1001,KAB. BATANGHARI,1504072009,Sungkai,730709000
103,10,JAMBI,1001,KAB. BATANGHARI,1504072010,Mekar Sari Nes,706949000
104,10,JAMBI,1001,KAB. BATANGHARI,1504082001,Bulian Jaya,868689000
105,10,JAMBI,1001,KAB. BATANGHARI,1504082002,Tidar Kuranji,1088340000
106,10,JAMBI,1001,KAB. BATANGHARI,1504082003,Kehidupan Baru,966035000
107,10,JAMBI,1001,KAB. BATANGHARI,1504082004,Bukit Sari,783180000
108,10,JAMBI,1001,KAB. BATANGHARI,1504082005,Karya Mukti,736379000
109,10,JAMBI,1001,KAB. BATANGHARI,1504082006,Terusan,882339000
110,10,JAMBI,1001,KAB. BATANGHARI,1504082007,Danau Embat,842334000
111,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012001,Badang,653330000
112,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012002,Tanjung Tayas,662174000
113,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012003,Kuala Dasal,984393000
114,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012004,Pematang Pauh,692294000
115,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012006,Taman Raja,798804000
116,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012017,Brasau,662969000
117,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012019,Gemuruh,671528000
118,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012020,Pematang Tembesu,833094000
119,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506012021,Badang Sepakat,683210000
120,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506022003,Tungkal I,872364000
121,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506022014,Teluk Sialang,820434000
122,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032006,Parit Pudin,1033349000
123,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032007,Sungai Serindit,881676000
124,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032008,Mekar Jati,850626000
125,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032012,Sungai Pampang,715433000
126,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032013,Parit Sidang,731792000
127,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032014,Sungai Jering,790589000
128,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032015,Parit Bilal,751892000
129,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032016,Suak Samin,719591000
130,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032017,Sungai Baung,930372000
131,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032018,Karya Maju,941481000
132,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032019,Sungai Raya,821240000
133,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506032020,Pasar Senin,812139000
134,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042001,Pematang Lumut,1270987000
135,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042008,Makmur Jaya,796596000
136,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042009,Serdang Jaya,868478000
137,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042010,Terjun Gajah,1249446000
138,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042011,Lubuk Terentang,847809000
139,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042012,Pematang Buluh,715319000
140,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042013,Muntialo,1022829000
141,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042014,Teluk Kulbi,973941000
142,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042015,Bunga Tanjung,1053587000
143,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042016,Sungai Terap,882693000
144,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506042017,Mandala Jaya,730121000
145,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052005,Penyabungan,685823000
146,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052006,Lubuk Terap,684752000
147,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052008,Tanjung Paku,778814000
148,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052012,Tanjung Benanak,691541000
149,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052013,Bukit Harapan,762183000
150,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052014,Adi Purwa,957818000
151,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052018,Pinang Gading,882191000
152,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052020,Merlung,869177000
153,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506052021,Tanjung Makmur,703208000
154,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062002,Purwodadi,1361614000
155,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062003,Suka Damai,828663000
156,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062004,Adi Jaya,911645000
157,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062005,Kelagian,1113407000
158,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062006,Teluk Pengkah,1013975000
159,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062007,Talang Makmur,1009667000
160,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062008,Sungai Keruh,670307000
161,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062009,Dataran Kempas,1011372000
162,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506062010,Delima,879873000
163,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072002,Sri Agung,920651000
164,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072003,Suban,1882840000
165,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072004,Tanjung Bojo,732272000
166,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072005,Kampung Baru,927548000
167,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072006,Lubuk Bernai,1189228000
168,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072007,Rawa Medang,830754000
169,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072008,Sungai Penoban,1047189000
170,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072009,Rawang Kempas,981972000
171,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072010,Lubuk Lawas,722036000
172,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506072011,Sungai Badar,666404000
173,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082002,Pulau Pauh,703181000
174,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082003,Rantau Benar,833136000
175,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082004,Lampisi,836328000
176,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082005,Cinta Damai,708041000
177,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082006,Sungai Rotan,797510000
178,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082007,Muara Danau,942507000
179,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082008,Tanah Tumbuh,988295000
180,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082009,Sungai Paur,776294000
181,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506082010,Bukit Bakar,711815000
182,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092002,Dusun Mudo,1001706000
183,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092003,Intan Jaya,887213000
184,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092004,Bukit Indah,892532000
185,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092005,Kemang Manis,913973000
186,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092006,Rantau Badak Lamo,849608000
187,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092007,Lubuk Sebontan,683432000
188,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092008,Sungai Papauh,910859000
189,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092009,Sungai Muluk,898712000
190,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506092010,Pematang Balam,919919000
191,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506102002,Tungkal IV Desa,714311000
192,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506102003,Kuala Baru,723809000
193,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506102004,Teluk Pulai Raya,793551000
194,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506102005,Mekar Alam,767363000
195,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506102006,Harapan Jaya,764117000
196,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506102007,Kuala Kahar,714785000
197,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506102008,Muara Seberang,739895000
198,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112002,Bram Itam Kanan,949269000
199,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112003,Tanjung Senjulang,698648000
200,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112004,Pembengis,1232480000
201,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112005,Bram Itam Raya,1084865000
202,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112006,Pantai Gading,742559000
203,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112007,Jati Emas,737570000
204,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112008,Kemuning,734411000
205,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112009,Mekar Tanjung,700355000
206,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506112010,Semau,690107000
207,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122002,Sungai Dualap,863430000
208,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122003,Betara Kanan,781448000
209,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122004,Sungai Gebar,744962000
210,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122005,Dataran Pinang,846935000
211,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122006,Tanjung Pasir,879474000
212,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122007,Sungai Gebar Barat,708140000
213,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122008,Sungai Dungun,759407000
214,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122009,Kuala Indah,732698000
215,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506122010,Suak Labu,738536000
216,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132002,Sungai Kayu Aro,906579000
217,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132003,Teluk Ketapang,797730000
218,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132004,Sungai Rambai,875268000
219,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132005,Margo Rukun,965994000
220,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132006,Kempas Jaya,1302275000
221,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132007,Lumahan,934821000
222,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132008,Sungai Landak,1008759000
223,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132009,Sungsang,867579000
224,10,JAMBI,1002,KAB. TANJUNG JABUNG BARAT,1506132010,Sungai Kepayang,725837000
225,10,JAMBI,1003,KAB. BUNGO,1508012001,Pedukun,773763000
226,10,JAMBI,1003,KAB. BUNGO,1508012002,Lubuk Niur,678464000
227,10,JAMBI,1003,KAB. BUNGO,1508012003,Teluk Kecimbung,703943000
228,10,JAMBI,1003,KAB. BUNGO,1508012004,Tanah Tumbuh,649307000
229,10,JAMBI,1003,KAB. BUNGO,1508012005,Rambah,795120000
230,10,JAMBI,1003,KAB. BUNGO,1508012006,Tebing Tinggi Uleh,778542000
231,10,JAMBI,1003,KAB. BUNGO,1508012007,Bukit Kemang,857058000
232,10,JAMBI,1003,KAB. BUNGO,1508012008,Panjang,682088000
233,10,JAMBI,1003,KAB. BUNGO,1508012009,Perenti Luweh,762464000
234,10,JAMBI,1003,KAB. BUNGO,1508012015,Renah Jelmu,965775000
235,10,JAMBI,1003,KAB. BUNGO,1508012016,Koto Jayo,683234000
236,10,JAMBI,1003,KAB. BUNGO,1508022001,Rantau Duku,895446000
237,10,JAMBI,1003,KAB. BUNGO,1508022002,Talang Sungai Bungo,816269000
238,10,JAMBI,1003,KAB. BUNGO,1508022003,Rantau Pandan,1204286000
239,10,JAMBI,1003,KAB. BUNGO,1508022004,Leban,765563000
240,10,JAMBI,1003,KAB. BUNGO,1508022005,Lubuk Kayu Aro,766436000
241,10,JAMBI,1003,KAB. BUNGO,1508022015,Lubuk Mayan,707636000
242,10,JAMBI,1003,KAB. BUNGO,1508042001,Tanjung Belit,834858000
243,10,JAMBI,1003,KAB. BUNGO,1508042002,Rantau Ikil,1192223000
244,10,JAMBI,1003,KAB. BUNGO,1508042003,Pulau Jelmu,714437000
245,10,JAMBI,1003,KAB. BUNGO,1508042004,Sirih Sekapur,1144280000
246,10,JAMBI,1003,KAB. BUNGO,1508042005,Ujung Tanjung,843024000
247,10,JAMBI,1003,KAB. BUNGO,1508042007,Jumbak,700019000
248,10,JAMBI,1003,KAB. BUNGO,1508042009,Rantau Panjang,742868000
249,10,JAMBI,1003,KAB. BUNGO,1508042013,Talang Pamesun,990480000
250,10,JAMBI,1003,KAB. BUNGO,1508042014,Baru Balai Panjang,701597000
251,10,JAMBI,1003,KAB. BUNGO,1508042015,Sirih Sekapur Perkembangan,807048000
252,10,JAMBI,1003,KAB. BUNGO,1508052001,Teluk Pandak,954779000
253,10,JAMBI,1003,KAB. BUNGO,1508052003,Empelu,905093000
254,10,JAMBI,1003,KAB. BUNGO,1508052006,Pasar Lubuk Landai,766977000
255,10,JAMBI,1003,KAB. BUNGO,1508052007,Sungai Gambir,937661000
256,10,JAMBI,1003,KAB. BUNGO,1508052009,Candi,925865000
257,10,JAMBI,1003,KAB. BUNGO,1508052010,Tanjung,1156869000
258,10,JAMBI,1003,KAB. BUNGO,1508052012,Tanah Bekali,873600000
259,10,JAMBI,1003,KAB. BUNGO,1508052015,Telentam,789299000
260,10,JAMBI,1003,KAB. BUNGO,1508052017,Pasar Rantau Embacang,710114000
261,10,JAMBI,1003,KAB. BUNGO,1508052019,Tenam,665816000
262,10,JAMBI,1003,KAB. BUNGO,1508062001,Baru Pelepat,1193889000
263,10,JAMBI,1003,KAB. BUNGO,1508062002,Dwi Karya Bakti,1002845000
264,10,JAMBI,1003,KAB. BUNGO,1508062003,Rantau Keloyang,1029005000
265,10,JAMBI,1003,KAB. BUNGO,1508062004,Balai Jaya,737447000
266,10,JAMBI,1003,KAB. BUNGO,1508062005,Rantel,777770000
267,10,JAMBI,1003,KAB. BUNGO,1508062006,Senamat,1204774000
268,10,JAMBI,1003,KAB. BUNGO,1508062007,Sungai Beringin,838208000
269,10,JAMBI,1003,KAB. BUNGO,1508062008,Sungai Gurun,784215000
270,10,JAMBI,1003,KAB. BUNGO,1508062009,Batu Kerbau,1273857000
271,10,JAMBI,1003,KAB. BUNGO,1508062010,Gapura Suci,960038000
272,10,JAMBI,1003,KAB. BUNGO,1508062011,Mulya Bakti,793320000
273,10,JAMBI,1003,KAB. BUNGO,1508062012,Mulya Jaya,1046685000
274,10,JAMBI,1003,KAB. BUNGO,1508062013,Cilodang,781938000
275,10,JAMBI,1003,KAB. BUNGO,1508062014,Bukit Telago,817970000
276,10,JAMBI,1003,KAB. BUNGO,1508062015,Sekampil,823031000
277,10,JAMBI,1003,KAB. BUNGO,1508072001,Tanjung Bungo,600183000
278,10,JAMBI,1003,KAB. BUNGO,1508072002,Tuo Lbk. Mengkuang,616440000
279,10,JAMBI,1003,KAB. BUNGO,1508072003,Pauh Agung,702872000
280,10,JAMBI,1003,KAB. BUNGO,1508072004,Tuo Limbur,757494000
281,10,JAMBI,1003,KAB. BUNGO,1508072005,Renah Sungai Besar,744086000
282,10,JAMBI,1003,KAB. BUNGO,1508072006,Muaro Tebo Pandak,590730000
283,10,JAMBI,1003,KAB. BUNGO,1508072007,Rantau Tipu,950234000
284,10,JAMBI,1003,KAB. BUNGO,1508072008,Baru Lbk. Mengkuang,661439000
285,10,JAMBI,1003,KAB. BUNGO,1508072009,Lbk. Tanah Terban,712046000
286,10,JAMBI,1003,KAB. BUNGO,1508072010,Pemunyian,1072986000
287,10,JAMBI,1003,KAB. BUNGO,1508072011,Renah Sungai Ipuh,1052061000
288,10,JAMBI,1003,KAB. BUNGO,1508072012,Tebo Jaya,763512000
289,10,JAMBI,1003,KAB. BUNGO,1508072013,Sekar Mengkuang,984096000
290,10,JAMBI,1003,KAB. BUNGO,1508072014,Limbur Baru,778593000
291,10,JAMBI,1003,KAB. BUNGO,1508082001,Mangun Jayo,814713000
292,10,JAMBI,1003,KAB. BUNGO,1508082002,Tanjung Agung,931292000
293,10,JAMBI,1003,KAB. BUNGO,1508082003,Tebat,815793000
294,10,JAMBI,1003,KAB. BUNGO,1508082004,Baru Pusat Jalo,690368000
295,10,JAMBI,1003,KAB. BUNGO,1508082005,Bedaro,1062698000
296,10,JAMBI,1003,KAB. BUNGO,1508082006,Tebing Tinggi,920015000
297,10,JAMBI,1003,KAB. BUNGO,1508082007,Datar,743486000
298,10,JAMBI,1003,KAB. BUNGO,1508082008,Suka Jaya,690755000
299,10,JAMBI,1003,KAB. BUNGO,1508082009,Pekan Jum'at,754532000
300,10,JAMBI,1003,KAB. BUNGO,1508092001,Koto Jayo,829599000
301,10,JAMBI,1003,KAB. BUNGO,1508092002,Danau,830679000
302,10,JAMBI,1003,KAB. BUNGO,1508092003,Muara Kuamang,722618000
303,10,JAMBI,1003,KAB. BUNGO,1508092004,Lubuk,947492000
304,10,JAMBI,1003,KAB. BUNGO,1508092005,Purwosari,1134220000
305,10,JAMBI,1003,KAB. BUNGO,1508092006,Lembah Kuamang,1145117000
306,10,JAMBI,1003,KAB. BUNGO,1508092007,Sumber Harapan,1179467000
307,10,JAMBI,1003,KAB. BUNGO,1508092008,Daya Murni,897986000
308,10,JAMBI,1003,KAB. BUNGO,1508092009,Sumber Mulya,979560000
